id,time,body,translation,external_url,profile_type,description,name,attachment_urls,tags
09dbd1d8-e78c-5e49-b89e-f8c8d400d953,2024-04-01 19:16:44,"Forwarded from: Первый ближневосточный
📹Хотите продолжение рубрики#турецкий_монолит? Во время празднованияпобеды на муниципальных выборахпод Мехметом Палазом (замглавы отделения кемалистской партии в районе Тавас провинции Денизли) обрушился балкон.Палазпогиб,ещё 8 человек госпитализированы с различными ранениями.","Forwarded from: First Middle Eastern
📹Do you want to continue the #Turkish_monolith section? During the celebration of the victory in the municipal elections, a balcony collapsed under Mehmet Palaz (deputy head of the Kemalist party branch in the Tavas district of Denizli province). Palaz was killed, and 8 more people were hospitalized with various injuries.",https://t.me/r_diplomat,telegram,Telegram channel of a Russian blogger.,R_Diplomat,"media/telegram-web/7f260781-570c-4afc-9295-01d72c0f2ad6.jpeg,kirby/telegram-web/623bb452-2ec1-4a83-8c31-e2babd401ab4.mp4",['Others']
07363565-d54b-5958-a684-eafea5789b33,2024-04-01 06:10:33,"Forwarded from: ВЕСТИ ДОНЕЦК
Оперативная обстановка в ДНРКак прошли выходные в регионе, куда наносили удары украинские вооружённые формирования — в прямом эфире рассказала наш корреспондент Ольга Лукьянченко.Вести.Донецк|Предложить новость","Forwarded from: NEWS DONETSK
Operational situation in the DPR How the weekend went in the region where Ukrainian armed forces carried out attacks - our correspondent Olga Lukyanchenko told live.Vesti.Donetsk|Suggest news",https://t.me/rtrdonetsk,telegram,"The Telegram account of one Andrey Rudenko, a Kremlin military propagandist.",rtrdonetsk,media/telegram-web/645229c2-66f6-43e1-afc4-682fefac920a.jpeg,"['Donbas conflict', ' Russian propaganda']"
f9e01339-2612-57d5-a271-21579e8a19ed,2024-04-01 09:27:34,"Компания Adidas отказалась использовать на футбольной форме сборной Германии для «Евро-2024» номер 44. Ранее пользователи соцсетей обратили внимание, что из-за дизайна изображение этого числа на футболке похоже на SS — руническую символику военнизированных образований НСДАП Schutzstaffel.","Adidas refused to use the number 44 on the German national team's football uniform for Euro 2024. Earlier, users of social networks noticed that due to the design, the image of this number on the T-shirt is similar to SS - the runic symbolism of the paramilitary formations of the NSDAP Schutzstaffel.",https://t.me/rusbrief,telegram,"A calmly militant Russian Telegram channel featuring anti-Western talking points. However, it does not hesitate to point out the Kremlin's many mistakes, arguing that Russia's imperialist and disinformational actions need to be more effective.",rusbrief,media/telegram-web/eb564e6d-062f-4534-9208-6d561b87753c.jpeg,"['Russian propaganda', ' Anti-western sentiment']"
7fa226b9-78e2-52a9-961f-99947d30747a,2024-04-01 14:49:05,"Пока на Украине не создан новый формат управления государством в условиях военного положения, легитимность имеет только Верховная рада. Об этом ""Известиям"" заявил политолог Антон Бредихин.""Мы видим, что пока не введено военное положение и не создан новый формат управления в стране, а он не создан в итоге, легитимность имеет только Верховная рада. Это напоминает как раз события 2014 года. <...> Именно тогда Верховная рада после побега (экс-президента Украины Виктора — прим.) Януковича взяла на себя все функции, в том числе и по назначению первого лица страны"", — сказал он.В нынешней ситуации парламент должен назначить кого-то в качестве исполняющего обязанности президента, добавил Бредихин. Он добавил, что в таком формате может сохраниться ""баланс легитимности"", но, во многом, ""нелегальности"". При этом в этом случае также будет важна и реакция Запада.""Как это воспримет Запад и как это воспримет Россия. От этого тоже зависит <...> формат признания того, кто же является руководителем Украины или же считает себя таковым, поэтому вопрос очень такой дискуссионный. Действительно, на него нет ответа"", — подытожил эксперт.Подписаться на IZ.RU","Until a new format for governing the state under martial law has been created in Ukraine, only the Verkhovna Rada has legitimacy. Political scientist Anton Bredikhin told Izvestia about this. “We see that until martial law has been introduced and a new format of governance has not been created in the country, and it has not been created in the end, only the Verkhovna Rada has legitimacy. This is exactly reminiscent of the events of 2014. <...> It was then that the Verkhovna Rada, after the escape of (ex-President of Ukraine Viktor - approx.) Yanukovych, took over all functions, including the appointment of the first person of the country,” he said. In the current situation, the parliament must appoint someone “as acting president,” Bredikhin added. He added that in this format a “balance of legitimacy” but, in many respects, “illegality” can be maintained. At the same time, in this case, the reaction of the West will also be important. “How the West will perceive this and how Russia will perceive it. This also depends <...> the format for recognizing who is the leader of Ukraine or considers himself such, so the question is very so debatable. Indeed, there is no answer to it,” the expert summed up. Subscribe to IZ.RU",https://t.me/izvestia,telegram,"The official Telegram page of Izvestia, one of the most widely read news sources in Russia.",izvestia,media/telegram-web/765996fb-da23-45f9-8349-61e98f3da867.jpeg,"['Verkhovna Rada', ' Ukrainian governance']"
7f7646da-54fd-5b62-9479-293ef40bb84e,2024-04-01 10:33:39,"Авиаудары по расположению противника на территории шахты«Южнодонбасская-1»в Угледаре.
Кадры:@Sekira_BGВоенный Осведомитель","Airstrikes on enemy positions on the territory of the Yuzhnodonbasskaya-1 mine in Ugledar.
Personnel:@Sekira_BGMilitary Informant",https://t.me/milinfolive,telegram,An influential Telegram channel spreading Russian propaganda.,milinfolive,"media/telegram-web/a8df3e20-7224-48e5-aeef-9e455e3d1474.mp4,kirby/telegram-web/f94be91f-b0ef-464a-a0d8-6d672786a955.jpeg,kirby/telegram-web/b2856811-c638-49c3-8a14-a69f9b4a376a.jpeg","['Ugledar', ' Russian airstrikes']"
b79b2002-431a-58aa-a420-6265ad81de29,2024-04-01 14:36:42,"🇷🇺🇺🇦Очередной обстрел Белгорода. МО РФ сообщило о том, что перехвачено 17 снарядов РСЗО Vampire",🇷🇺🇺🇦Another shelling of Belgorod. The Russian Ministry of Defense reported that 17 Vampire MLRS shells were intercepted,https://t.me/naspravdiinfo,telegram,Pro-Russian Telegram channel posting Russian propaganda and coverage of the conflict in Ukraine.,naspravdiinfo,"media/telegram-web/c9475fd4-f2a1-45fa-8485-10f9646b807f.jpeg,kirby/telegram-web/9f10c60b-46ed-40cd-abc7-e2f514df997d.jpeg,kirby/telegram-web/17e879b2-1631-4fe0-b313-246c5de88c09.jpeg,kirby/telegram-web/d97f82eb-4c4b-43ef-a710-aaa05343a18f.jpeg","['Russian missile strikes', ' Belgorod']"
0fd926f3-6f3e-56a0-8d07-8efeaa70d722,2024-04-01 09:41:43,"Следственный департамент МВД предъявил окончательные обвинения по делу о хищении из «Роснано» более чем ₽1,5 млрд — трое из четырех фигурантов дела сбежали за границуПо данным следствиям, деньги похитили бывшие топ-менеджеры Чубайса: Олег Киселев и Олег Дьяченко. У них также были сообщники. Организатором преступления является«неустановленное лицо из числа руководителей ""Роснано""». Для вывода средств в 2012-2015 годах использовалась схема с участием ряда подконтрольных компаний, сообщает депутат Госдумы Александр Хинштейн.

В 2012 году был учрежден кипрский фонд «Nanoenergo Fund Limited», 50% акций которого были в руках «Роснано», еще 50% — у банка «Пересвет». После этого фонд накачали деньгами, из него затем их вывели в «Пересвет», а после этого из самого банка деньги «доставали» по договорам займа, которые априори были фиктивными. В итоге денежные средства присваивались конечным получателем.

Следствие полагает, что в ОПГ входили зампред правления «Роснано» и правая рука Чубайса Олег Киселев, директор кипрского фонда Олег Дьяченко, управляющий директор «Роснано» Ирина Раппопорт, предправления АКБ «Пересвет» Александр Швец. Всем им предъявлены обвинения по статье о растрате, большинству — заочно, поскольку в России сейчас находится только Дьяченко. Он уже сотрудничает со следствием и находится под арестом. Остальные обвиняемые скрылись за рубежом, следствие делает все возможное для их экстрадиции.","The Investigation Department of the Ministry of Internal Affairs filed final charges in the case of theft from Rusnano of more than 1.5 billion rubles - three of the four defendants in the case fled abroad. According to investigations, the money was stolen by former top managers of Chubais: Oleg Kiselev and Oleg Dyachenko. They also had accomplices. The organizer of the crime is “an unidentified person from among the leaders of Rusnano.” To withdraw funds in 2012-2015, a scheme involving a number of controlled companies was used, reports State Duma deputy Alexander Khinshtein.

In 2012, the Cypriot fund Nanoenergo Fund Limited was established, 50% of the shares of which were in the hands of Rusnano, another 50% in the hands of Peresvet Bank. After this, the fund was pumped with money, then it was transferred from it to Peresvet, and after that money was “taken” from the bank itself under loan agreements, which were a priori fictitious. As a result, the funds were appropriated by the final recipient.

The investigation believes that the organized crime group included the deputy chairman of the board of Rusnano and Chubais’s right-hand man Oleg Kiselev, the director of the Cyprus fund Oleg Dyachenko, the managing director of Rusnano Irina Rappoport, and the chairman of the board of JSCB Peresvet Alexander Shvets. All of them were charged under the article of embezzlement, the majority - in absentia, since only Dyachenko is now in Russia. He is already cooperating with the investigation and is under arrest. The rest of the accused have fled abroad, and the investigation is doing everything possible to extradite them.",https://t.me/readovkanews,telegram,"The Telegram channel of Readovka, a reasonably popular Kremlin mouthpiece established in 2014 after the original invasion of Ukraine. Its Russian nationalist and Kremlin-aligned bias are obvious if you consider that one of the news tabs on the site is ""Empire.""",readovka,media/telegram-web/b62cf156-4d4c-40eb-b19d-f5c0e7dd13a3.jpeg,"['Rusnano scandal', ' Corruption']"
41407d99-9ecd-5d0c-82af-416b6a59c2ee,2024-04-01 11:31:06,"Знищення в Запорізькій області російської станції РЕБ, яка своєю присутністю дуже заважала спецпризначенцям З-го полку Сил Спеціальних Операцій.","The destruction of the Russian electronic surveillance station in the Zaporizhzhia region, which, with its presence, greatly disturbed the special forces of the 3rd regiment of the Special Operations Forces.",https://t.me/tsaplienko,telegram,The influential Telegram channel of prominent Ukrainian journalist Andriy Tsaplienko.,Tsaplienko,media/telegram-web/1f924aac-ae7c-455a-b2fd-4253d8652b11.jpeg,"['Ukrainian special forces', ' Russian surveillance']"
39d74925-a262-552b-82bd-19518482961f,2024-04-01 12:19:03,"Расчеты ударных FPV-дронов продолжают боевую работу на Северском направлении💥Операторы дронов-камикадзе ежедневно уничтожают опорные пункты и живую силу противника, осуществляют разминирование местности и проделывают проходы в заграждениях ВСУ, помогая продвижению штурмовых подразделений.⚙️Для эффективного выполнения боевых задачспециалисты группировки организовали полный цикл производства ударных квадрокоптеров непосредственно на передовых позициях.В мастерских военнослужащие изготавливают боевые части для квадрокоптеров, собирают корпуса и программируют дроны.Минобороны России","Crews of strike FPV drones continue combat work in the Seversky direction💥Operators of kamikaze drones daily destroy enemy strongholds and manpower, carry out mine clearance and make passages in the obstacles of the Armed Forces of Ukraine, helping the advancement of assault units.⚙️To effectively carry out combat missions, the group’s specialists organized a full cycle production of attack quadcopters directly at the forefront. In the workshops, military personnel manufacture combat parts for quadcopters, assemble housings and program drones. Russian Ministry of Defense",https://t.me/mod_russia,telegram,The official Telegram account of Russia's Ministry of Defense.,mod_russia,"media/telegram-web/7d05a709-9c3d-413e-af77-313a99ddd73a.jpeg,kirby/telegram-web/f9d114e4-437b-43e1-9099-b463cee9d722.mp4","['Russian drone operations', ' Military technology']"
6313396a-813c-50de-89f6-bb2f67f1f812,2024-04-01 06:55:42,Так працює протитанкіст 25-ої десантної бригади з FGM-148 Javelin. Саме ці хлопці зупинили 30 березня наступ росіян на Уманьське. Тоді було знищено20 одиницьбронетехніки.,This is how the anti-tank gun of the 25th amphibious brigade works with the FGM-148 Javelin. It was these guys who stopped the Russian offensive on Umansk on March 30. Then 20 units of armored vehicles were destroyed.,https://t.me/tsaplienko,telegram,The influential Telegram channel of prominent Ukrainian journalist Andriy Tsaplienko.,Tsaplienko,"media/telegram-web/51ce6256-0fa9-4616-9047-9a50de54cba2.mp4,kirby/telegram-web/6b707607-2939-4996-a591-4b3ff0df34fd.jpeg","['Ukrainian military operations', ' Anti-tank weapons']"
d3bc9d13-60fe-586c-8576-f013b9115163,2024-04-01 06:24:03,"Forwarded from: ZаПобеду🇷🇺
Боец ""Ярый"", с днём рождения!

Служба в морской пехоте - это удел сильных духом, смелых сердцем и крепких телом.","Forwarded from: For Victory🇷🇺
Fighter ""Yary"", happy birthday!

Service in the Marine Corps is for the strong in spirit, brave in heart and strong in body.",https://t.me/ags_donbass,telegram,Telegram channel for Russian LPR/DPR news aggregator.,Ags_Donbass,media/telegram-web/df7e7c3c-3b3a-40e9-bff7-c76f32d1c0f7.jpeg,"['Russian propaganda', ' Russian identity', ' Russian military intervention']"
ff35a441-2d90-5593-b305-d8b9822322f8,2024-04-01 15:18:03,"Forwarded from: Бердянськ в окупації
Щодо «директора» та «заступника директора» захопленої школи №11 то ними виявилися «гості нашого міста» з сусідніх Маріуполя та Вугледару. 

Про «директора» -Луговую Тетяну Миколаївну(колишню директорку Загальноосвітньої школи №15, міста Маріуполь) писати розлого сенсу немає. Вона вже давно наМиротворціта зпідозроюза статтею 111 ч.2. 

«Заступник директора» -Ломака Олена Сергіївна11.08.1984 р.н. Приїхала в наше місто з Вугледару, в якому, до повномасштабного вторгнення, очолювала Вугдедарський НВК «Мрія». В захопленій ЗОШ №11, Олена Сергіївна, «викладає» також алгебру. Соцмережа👉https://vk.com/id771481122Телефон: 79900245256","Forwarded from: Berdyansk under occupation
As for the ""director"" and ""deputy director"" of the captured school #11, they turned out to be ""guests of our city"" from neighboring Mariupol and Vugledar.

There is no point in writing about the ""director"" - Tetyana Mykolaivna Lugovaya (former director of General Education School No. 15, Mariupol). She has long been suspected of being a Peacekeeper under Article 111 Part 2.

""Deputy director"" - Olena Serhiivna Lomaka, born on August 11, 1984. She came to our city from Vugledar, in which, before the full-scale invasion, she headed the Vugdedar NEC ""Mriya"". Olena Sergeyivna also ""teaches"" algebra in the enthusiastic ZOSH No. 11. Social network👉https://vk.com/id771481122Phone: 79900245256",https://t.me/mrplsprotyv,telegram,Ukrainian Telegram channel focused on documenting the city of Mairupol post occupation.,mrplsprotyv,media/telegram-web/3552a6ea-5dce-4297-86bf-0dd2a1d33ec5.jpeg,"['Russian military intervention', ' Crimean annexation', ' Ukrainian nationalism']"
b3d3e43c-b8fe-560d-96cc-8dac3a15be9e,2024-04-01 08:10:36,"Коротко про те, як минули вихідні для одеських патрульних.  

Отже, за вихідні патрульні  опрацювали5⃣3⃣9⃣викликів, виявили3⃣9⃣водіїв з ознаками сп'яніння, склали1⃣0⃣6⃣6⃣постанов, з яких9⃣5⃣3⃣за порушення ПДР.

За вихідні патрульні виявили5⃣фактів незаконного обігу наркотичних речовин.","Briefly about how the weekend passed for Odessa patrolmen.

So, over the weekend, the patrol officers processed 5⃣3⃣9⃣calls, found 3⃣9⃣drivers with signs of intoxication, made 1⃣0⃣6⃣6⃣decisions, of which 9⃣5⃣3⃣for traffic violation.

Over the weekend, patrol officers discovered 5 cases of illegal drug trafficking.",https://t.me/bratchuk_sergey,telegram,"The Telegram channel of Sergey Bratchuk, the press secretary of Odesa's regional government.",Bratchuk_Sergey,media/telegram-web/9f9136a4-63b1-4d05-b05e-37265c071345.jpeg,['Others']
39b3222d-1796-5e86-b2c9-3fa6b8a35ec7,2024-04-01 18:50:25,Вербовое: северо-западнее населённика продвинулись до полукилометра. Забрали под себя лесополосу.,Verbovoe: to the north-west of the inhabitant we advanced up to half a kilometer. They took over the forest belt.,https://t.me/polk105,telegram,Telegram channel of the military personnel of the 105th Infantry Regiment of the NM DPR.,polk105,media/telegram-web/6fda0c83-5a4c-4c7e-9765-b729953752ae.jpeg,"['Russian military intervention', ' Donbas conflict', ' Russian propaganda']"
10d69c5d-7847-5731-b380-2f390491ac90,2024-04-01 11:58:57,На этом скрине всё идеально. Каждая буква на своём месте. Даже добавить нечего,Everything is perfect on this screenshot. Each letter is in its place. There's nothing to add,https://t.me/stalin_gulag,telegram,"A highly influential Russian opposition Telegram channel run by Alexander Gorbunov, alias ""Sanya from Dagestan."" His account has existed in its current form since 2013.",stalin_gulag,media/telegram-web/38c169cc-6f45-4f03-9bbb-3be16930b22f.jpeg,['Others']
baddd5dc-3c78-5ed3-aca1-95950ac773e9,2024-04-01 18:32:27,"""Я доставив зброю хлопцям, які напали на 'Крокус Сіті Холл'. Привіз їм зброю з Махачкали до Митищ"".Який прекрасний український говір. Точно є український слід.","""I delivered weapons to the guys who attacked Crocus City Hall. I brought them weapons from Makhachkala to Mytysh."" What a beautiful Ukrainian saying. There is definitely a Ukrainian trace.",https://t.me/slav_kram,telegram,Telegram channel covering news from Slavyansk and Kramatrosk,slav_kram,"media/telegram-web/31b98ca8-4e69-4afd-ba5d-909044a15386.jpeg,kirby/telegram-web/07cca95d-125b-4d1e-a422-b202cde4b9b0.mp4","['Russian disinformation', ' Russian propaganda', ' Information warfare']"
